"id"	"cityid"	"countyname"	"weatherid"
"1854"	"265"	"丽江"	"CN101291401"
"1855"	"265"	"永胜"	"CN101291402"
"1856"	"265"	"华坪"	"CN101291403"
"1857"	"265"	"宁蒗"	"CN101291404"
"1858"	"266"	"德宏"	"CN101291501"
"1859"	"266"	"陇川"	"CN101291503"
"1860"	"266"	"盈江"	"CN101291504"
"1861"	"266"	"瑞丽"	"CN101291506"
"1862"	"266"	"梁河"	"CN101291507"
"1863"	"266"	"芒市"	"CN101291508"
"1864"	"267"	"景洪"	"CN101291601"
"1865"	"267"	"勐海"	"CN101291603"
"1866"	"267"	"勐腊"	"CN101291605"
"1867"	"268"	"成都"	"CN101270101"
"1868"	"268"	"龙泉驿"	"CN101270102"
"1869"	"268"	"新都"	"CN101270103"
"1870"	"268"	"温江"	"CN101270104"
"1871"	"268"	"金堂"	"CN101270105"
"1872"	"268"	"双流"	"CN101270106"
"1873"	"268"	"郫县"	"CN101270107"
"1874"	"268"	"大邑"	"CN101270108"
"1875"	"268"	"蒲江"	"CN101270109"
"1876"	"268"	"新津"	"CN101270110"
"1877"	"268"	"都江堰"	"CN101270111"
"1878"	"268"	"彭州"	"CN101270112"
"1879"	"268"	"邛崃"	"CN101270113"
"1880"	"268"	"崇州"	"CN101270114"
"1881"	"268"	"青白江区"	"CN101270115"
"1882"	"269"	"攀枝花"	"CN101270201"
"1883"	"269"	"仁和"	"CN101270202"
"1884"	"269"	"米易"	"CN101270203"
"1885"	"269"	"盐边"	"CN101270204"
"1886"	"270"	"自贡"	"CN101270301"
"1887"	"270"	"富顺"	"CN101270302"
"1888"	"270"	"荣县"	"CN101270303"
"1889"	"271"	"绵阳"	"CN101270401"
"1890"	"271"	"三台"	"CN101270402"
"1891"	"271"	"盐亭"	"CN101270403"
"1892"	"271"	"安县"	"CN101270404"
"1893"	"271"	"梓潼"	"CN101270405"
"1894"	"271"	"北川"	"CN101270406"
"1895"	"271"	"平武"	"CN101270407"
"1896"	"271"	"江油"	"CN101270408"
"1897"	"272"	"南充"	"CN101270501"
"1898"	"272"	"南部"	"CN101270502"
"1899"	"272"	"营山"	"CN101270503"
"1900"	"272"	"蓬安"	"CN101270504"
"1901"	"272"	"仪陇"	"CN101270505"
"1902"	"272"	"西充"	"CN101270506"
"1903"	"272"	"阆中"	"CN101270507"
"1904"	"273"	"达州"	"CN101270601"
"1905"	"273"	"宣汉"	"CN101270602"
"1906"	"273"	"开江"	"CN101270603"
"1907"	"273"	"大竹"	"CN101270604"
"1908"	"273"	"渠县"	"CN101270605"
"1909"	"273"	"万源"	"CN101270606"
"1910"	"273"	"通川"	"CN101270607"
"1911"	"273"	"达县"	"CN101270608"
"1912"	"274"	"遂宁"	"CN101270701"
"1913"	"274"	"蓬溪"	"CN101270702"
"1914"	"274"	"射洪"	"CN101270703"
"1915"	"275"	"广安"	"CN101270801"
"1916"	"275"	"岳池"	"CN101270802"
"1917"	"275"	"武胜"	"CN101270803"
"1918"	"275"	"邻水"	"CN101270804"
"1919"	"275"	"华蓥"	"CN101270805"
"1920"	"276"	"巴中"	"CN101270901"
"1921"	"276"	"通江"	"CN101270902"
"1922"	"276"	"南江"	"CN101270903"
"1923"	"276"	"平昌"	"CN101270904"
"1924"	"277"	"泸州"	"CN101271001"
"1925"	"277"	"泸县"	"CN101271003"
"1926"	"277"	"合江"	"CN101271004"
"1927"	"277"	"叙永"	"CN101271005"
"1928"	"277"	"古蔺"	"CN101271006"
"1929"	"277"	"纳溪"	"CN101271007"
"1930"	"278"	"宜宾"	"CN101271101"
"1931"	"278"	"宜宾县"	"CN101271103"
"1932"	"278"	"南溪"	"CN101271104"
"1933"	"278"	"江安"	"CN101271105"
"1934"	"278"	"长宁"	"CN101271106"
"1935"	"278"	"高县"	"CN101271107"
"1936"	"278"	"珙县"	"CN101271108"
"1937"	"278"	"筠连"	"CN101271109"
"1938"	"278"	"兴文"	"CN101271110"
"1939"	"278"	"屏山"	"CN101271111"
"1940"	"279"	"内江"	"CN101271201"
"1941"	"279"	"东兴"	"CN101271202"
"1942"	"279"	"威远"	"CN101271203"
"1943"	"279"	"资中"	"CN101271204"
"1944"	"279"	"隆昌"	"CN101271205"
"1945"	"288"	"广元"	"CN101272101"
"1946"	"288"	"旺苍"	"CN101272102"
"1947"	"288"	"青川"	"CN101272103"
"1948"	"288"	"剑阁"	"CN101272104"
"1949"	"288"	"苍溪"	"CN101272105"
"1950"	"287"	"德阳"	"CN101272001"
"1951"	"287"	"中江"	"CN101272002"
"1952"	"287"	"广汉"	"CN101272003"
"1953"	"287"	"什邡"	"CN101272004"
"1954"	"287"	"绵竹"	"CN101272005"
"1955"	"287"	"罗江"	"CN101272006"
"1956"	"286"	"阿坝"	"CN101271901"
"1957"	"286"	"汶川"	"CN101271902"
"1958"	"286"	"理县"	"CN101271903"
"1959"	"286"	"茂县"	"CN101271904"
"1960"	"286"	"松潘"	"CN101271905"
"1961"	"286"	"九寨沟"	"CN101271906"
"1962"	"286"	"金川"	"CN101271907"
"1963"	"286"	"小金"	"CN101271908"
"1964"	"286"	"黑水"	"CN101271909"
"1965"	"286"	"马尔康"	"CN101271910"
"1966"	"286"	"壤塘"	"CN101271911"
"1967"	"286"	"若尔盖"	"CN101271912"
"1968"	"286"	"红原"	"CN101271913"
"1969"	"285"	"甘孜"	"CN101271801"
"1970"	"285"	"康定"	"CN101271802"
"1971"	"285"	"泸定"	"CN101271803"
"1972"	"285"	"丹巴"	"CN101271804"
"1973"	"285"	"九龙"	"CN101271805"
"1974"	"285"	"雅江"	"CN101271806"
"1975"	"285"	"道孚"	"CN101271807"
"1976"	"285"	"炉霍"	"CN101271808"
"1977"	"285"	"新龙"	"CN101271809"
"1978"	"285"	"德格"	"CN101271810"
"1979"	"285"	"白玉"	"CN101271811"
"1980"	"285"	"石渠"	"CN101271812"
"1981"	"285"	"色达"	"CN101271813"
"1982"	"285"	"理塘"	"CN101271814"
"1983"	"285"	"巴塘"	"CN101271815"
"1984"	"285"	"乡城"	"CN101271816"
"1985"	"285"	"稻城"	"CN101271817"
"1986"	"285"	"得荣"	"CN101271818"
"1987"	"284"	"雅安"	"CN101271701"
"1988"	"284"	"名山"	"CN101271702"
"1989"	"284"	"荥经"	"CN101271703"
"1990"	"284"	"汉源"	"CN101271704"
"1991"	"284"	"石棉"	"CN101271705"
"1992"	"284"	"天全"	"CN101271706"
"1993"	"284"	"芦山"	"CN101271707"
"1994"	"284"	"宝兴"	"CN101271708"
"1995"	"283"	"凉山"	"CN101271601"
"1996"	"283"	"木里"	"CN101271603"
"1997"	"283"	"盐源"	"CN101271604"
"1998"	"283"	"德昌"	"CN101271605"
"1999"	"283"	"会理"	"CN101271606"
"2000"	"283"	"会东"	"CN101271607"
"2001"	"283"	"宁南"	"CN101271608"
"2002"	"283"	"普格"	"CN101271609"
"2003"	"283"	"西昌"	"CN101271610"
"2004"	"283"	"金阳"	"CN101271611"
"2005"	"283"	"昭觉"	"CN101271612"
"2006"	"283"	"喜德"	"CN101271613"
"2007"	"283"	"冕宁"	"CN101271614"
"2008"	"283"	"越西"	"CN101271615"
"2009"	"283"	"甘洛"	"CN101271616"
"2010"	"283"	"雷波"	"CN101271617"
"2011"	"283"	"美姑"	"CN101271618"
"2012"	"283"	"布拖"	"CN101271619"
"2013"	"282"	"眉山"	"CN101271501"
"2014"	"282"	"仁寿"	"CN101271502"
"2015"	"282"	"彭山"	"CN101271503"
"2016"	"282"	"洪雅"	"CN101271504"
"2017"	"282"	"丹棱"	"CN101271505"
"2018"	"282"	"青神"	"CN101271506"
"2019"	"281"	"乐山"	"CN101271401"
"2020"	"281"	"犍为"	"CN101271402"
"2021"	"281"	"井研"	"CN101271403"
"2022"	"281"	"夹江"	"CN101271404"
"2023"	"281"	"沐川"	"CN101271405"
"2024"	"281"	"峨边"	"CN101271406"
"2025"	"281"	"马边"	"CN101271407"
"2026"	"281"	"峨眉"	"CN101271408"
"2027"	"281"	"峨眉山"	"CN101271409"
"2028"	"280"	"资阳"	"CN101271301"
"2029"	"280"	"安岳"	"CN101271302"
"2030"	"280"	"乐至"	"CN101271303"
"2031"	"280"	"简阳"	"CN101271304"
"2032"	"289"	"拉萨"	"CN101140101"
"2033"	"289"	"当雄"	"CN101140102"
"2034"	"289"	"尼木"	"CN101140103"
"2035"	"289"	"林周"	"CN101140104"
"2036"	"289"	"堆龙德庆"	"CN101140105"
"2037"	"289"	"曲水"	"CN101140106"
"2038"	"289"	"达孜"	"CN101140107"
"2039"	"289"	"墨竹工卡"	"CN101140108"
"2040"	"290"	"日喀则"	"CN101140201"
"2041"	"290"	"拉孜"	"CN101140202"
"2042"	"290"	"南木林"	"CN101140203"
"2043"	"290"	"聂拉木"	"CN101140204"
"2044"	"290"	"定日"	"CN101140205"
"2045"	"290"	"江孜"	"CN101140206"
"2046"	"290"	"帕里"	"CN101140207"
"2047"	"290"	"仲巴"	"CN101140208"
"2048"	"290"	"萨嘎"	"CN101140209"
"2049"	"290"	"吉隆"	"CN101140210"
"2050"	"290"	"昂仁"	"CN101140211"
"2051"	"290"	"定结"	"CN101140212"
"2052"	"290"	"萨迦"	"CN101140213"
"2053"	"290"	"谢通门"	"CN101140214"
"2054"	"290"	"岗巴"	"CN101140216"
"2055"	"290"	"白朗"	"CN101140217"
"2056"	"290"	"亚东"	"CN101140218"
"2057"	"290"	"康马"	"CN101140219"
"2058"	"290"	"仁布"	"CN101140220"
"2059"	"291"	"山南"	"CN101140301"
"2060"	"291"	"贡嘎"	"CN101140302"
"2061"	"291"	"札囊"	"CN101140303"
"2062"	"291"	"加查"	"CN101140304"
"2063"	"291"	"浪卡子"	"CN101140305"
"2064"	"291"	"错那"	"CN101140306"
"2065"	"291"	"隆子"	"CN101140307"
"2066"	"291"	"泽当"	"CN101140308"
"2067"	"291"	"乃东"	"CN101140309"
"2068"	"291"	"桑日"	"CN101140310"
"2069"	"291"	"洛扎"	"CN101140311"
"2070"	"291"	"措美"	"CN101140312"
"2071"	"291"	"琼结"	"CN101140313"
"2072"	"291"	"曲松"	"CN101140314"
"2073"	"292"	"林芝"	"CN101140401"
"2074"	"292"	"波密"	"CN101140402"
"2075"	"292"	"米林"	"CN101140403"
"2076"	"292"	"察隅"	"CN101140404"
"2077"	"292"	"工布江达"	"CN101140405"
"2078"	"292"	"朗县"	"CN101140406"
"2079"	"292"	"墨脱"	"CN101140407"
"2080"	"293"	"昌都"	"CN101140501"
"2081"	"293"	"丁青"	"CN101140502"
"2082"	"293"	"边坝"	"CN101140503"
"2083"	"293"	"洛隆"	"CN101140504"
"2084"	"293"	"左贡"	"CN101140505"
"2085"	"293"	"芒康"	"CN101140506"
"2086"	"293"	"类乌齐"	"CN101140507"
"2087"	"293"	"八宿"	"CN101140508"
"2088"	"293"	"江达"	"CN101140509"
"2089"	"293"	"察雅"	"CN101140510"
"2090"	"293"	"贡觉"	"CN101140511"
"2091"	"294"	"那曲"	"CN101140601"
"2092"	"294"	"尼玛"	"CN101140602"
"2093"	"294"	"嘉黎"	"CN101140603"
"2094"	"294"	"班戈"	"CN101140604"
"2095"	"294"	"安多"	"CN101140605"
"2096"	"294"	"索县"	"CN101140606"
"2097"	"294"	"聂荣"	"CN101140607"
"2098"	"294"	"巴青"	"CN101140608"
"2099"	"294"	"比如"	"CN101140609"
"2100"	"294"	"双湖"	"CN101140610"
"2101"	"295"	"阿里"	"CN101140701"
"2102"	"295"	"改则"	"CN101140702"
"2103"	"295"	"申扎"	"CN101140703"
"2104"	"295"	"狮泉河"	"CN101140704"
"2105"	"295"	"普兰"	"CN101140705"
"2106"	"295"	"札达"	"CN101140706"
"2107"	"295"	"噶尔"	"CN101140707"
"2108"	"295"	"日土"	"CN101140708"
"2109"	"295"	"革吉"	"CN101140709"
"2110"	"295"	"措勤"	"CN101140710"
"2111"	"296"	"西安"	"CN101110101"
"2112"	"296"	"长安"	"CN101110102"
"2113"	"296"	"临潼"	"CN101110103"
"2114"	"296"	"蓝田"	"CN101110104"
"2115"	"296"	"周至"	"CN101110105"
"2116"	"296"	"户县"	"CN101110106"
"2117"	"296"	"高陵"	"CN101110107"
"2118"	"297"	"三原"	"CN101110201"
"2119"	"297"	"礼泉"	"CN101110202"
"2120"	"297"	"永寿"	"CN101110203"
"2121"	"297"	"淳化"	"CN101110204"
"2122"	"297"	"泾阳"	"CN101110205"
"2123"	"297"	"武功"	"CN101110206"
"2124"	"297"	"乾县"	"CN101110207"
"2125"	"297"	"彬县"	"CN101110208"
"2126"	"297"	"长武"	"CN101110209"
"2127"	"297"	"旬邑"	"CN101110210"
"2128"	"297"	"兴平"	"CN101110211"
"2129"	"298"	"延长"	"CN101110301"
"2130"	"298"	"延川"	"CN101110302"
"2131"	"298"	"子长"	"CN101110303"
"2132"	"298"	"宜川"	"CN101110304"
"2133"	"298"	"富县"	"CN101110305"
"2134"	"298"	"志丹"	"CN101110306"
"2135"	"298"	"安塞"	"CN101110307"
"2136"	"298"	"甘泉"	"CN101110308"
"2137"	"298"	"洛川"	"CN101110309"
"2138"	"298"	"黄陵"	"CN101110310"
"2139"	"298"	"黄龙"	"CN101110311"
"2140"	"298"	"吴起"	"CN101110312"
"2141"	"299"	"榆林"	"CN101110401"
"2142"	"299"	"府谷"	"CN101110402"
"2143"	"299"	"神木"	"CN101110403"
"2144"	"299"	"佳县"	"CN101110404"
"2145"	"299"	"定边"	"CN101110405"
"2146"	"299"	"靖边"	"CN101110406"
"2147"	"299"	"横山"	"CN101110407"
"2148"	"299"	"米脂"	"CN101110408"
"2149"	"299"	"子洲"	"CN101110409"
"2150"	"299"	"绥德"	"CN101110410"
"2151"	"299"	"吴堡"	"CN101110411"
"2152"	"299"	"清涧"	"CN101110412"
"2153"	"299"	"榆阳"	"CN101110413"
"2154"	"300"	"渭南"	"CN101110501"
"2155"	"300"	"华县"	"CN101110502"
"2156"	"300"	"潼关"	"CN101110503"
"2157"	"300"	"大荔"	"CN101110504"
"2158"	"300"	"白水"	"CN101110505"
"2159"	"300"	"富平"	"CN101110506"
"2160"	"300"	"蒲城"	"CN101110507"
"2161"	"300"	"澄城"	"CN101110508"
"2162"	"300"	"合阳"	"CN101110509"
"2163"	"300"	"韩城"	"CN101110510"
"2164"	"300"	"华阴"	"CN101110511"
"2165"	"301"	"商洛"	"CN101110601"
"2166"	"301"	"洛南"	"CN101110602"
"2167"	"301"	"柞水"	"CN101110603"
"2168"	"301"	"商州"	"CN101110604"
"2169"	"301"	"镇安"	"CN101110605"
"2170"	"301"	"丹凤"	"CN101110606"
"2171"	"301"	"商南"	"CN101110607"
"2172"	"301"	"山阳"	"CN101110608"
"2173"	"302"	"安康"	"CN101110701"
"2174"	"302"	"紫阳"	"CN101110702"
"2175"	"302"	"石泉"	"CN101110703"
"2176"	"302"	"汉阴"	"CN101110704"
"2177"	"302"	"旬阳"	"CN101110705"
"2178"	"302"	"岚皋"	"CN101110706"
"2179"	"302"	"平利"	"CN101110707"
"2180"	"302"	"白河"	"CN101110708"
"2181"	"302"	"镇坪"	"CN101110709"
"2182"	"302"	"宁陕"	"CN101110710"
"2183"	"303"	"汉中"	"CN101110801"
"2184"	"303"	"略阳"	"CN101110802"
"2185"	"303"	"勉县"	"CN101110803"
"2186"	"303"	"留坝"	"CN101110804"
"2187"	"303"	"洋县"	"CN101110805"
"2188"	"303"	"城固"	"CN101110806"
"2189"	"303"	"西乡"	"CN101110807"
"2190"	"303"	"佛坪"	"CN101110808"
"2191"	"303"	"宁强"	"CN101110809"
"2192"	"303"	"南郑"	"CN101110810"
"2193"	"303"	"镇巴"	"CN101110811"
"2194"	"304"	"宝鸡"	"CN101110901"
"2195"	"304"	"千阳"	"CN101110903"
"2196"	"304"	"麟游"	"CN101110904"
"2197"	"304"	"岐山"	"CN101110905"
"2198"	"304"	"凤翔"	"CN101110906"
"2199"	"304"	"扶风"	"CN101110907"
"2200"	"304"	"眉县"	"CN101110908"
"2201"	"304"	"太白"	"CN101110909"
"2202"	"304"	"凤县"	"CN101110910"
"2203"	"304"	"陇县"	"CN101110911"
"2204"	"304"	"陈仓"	"CN101110912"
"2205"	"305"	"铜川"	"CN101111001"
"2206"	"305"	"耀县"	"CN101111002"
"2207"	"305"	"宜君"	"CN101111003"
"2208"	"305"	"耀州"	"CN101111004"
"2209"	"306"	"杨凌"	"CN101111101"
"2210"	"307"	"银川"	"CN101170101"
"2211"	"307"	"永宁"	"CN101170102"
"2212"	"307"	"灵武"	"CN101170103"
"2213"	"307"	"贺兰"	"CN101170104"
"2214"	"308"	"石嘴山"	"CN101170201"
"2215"	"308"	"惠农"	"CN101170202"
"2216"	"308"	"平罗"	"CN101170203"
"2217"	"308"	"陶乐"	"CN101170204"
"2218"	"309"	"吴忠"	"CN101170301"
"2219"	"309"	"同心"	"CN101170302"
"2220"	"309"	"盐池"	"CN101170303"
"2221"	"309"	"青铜峡"	"CN101170306"
"2222"	"310"	"固原"	"CN101170401"
"2223"	"310"	"西吉"	"CN101170402"
"2224"	"310"	"隆德"	"CN101170403"
"2225"	"310"	"泾源"	"CN101170404"
"2226"	"310"	"彭阳"	"CN101170406"
"2227"	"311"	"中卫"	"CN101170501"
"2228"	"311"	"中宁"	"CN101170502"
"2229"	"311"	"海原"	"CN101170504"
"2230"	"312"	"兰州"	"CN101160101"
"2231"	"312"	"皋兰"	"CN101160102"
"2232"	"312"	"永登"	"CN101160103"
"2233"	"312"	"榆中"	"CN101160104"
"2234"	"313"	"定西"	"CN101160201"
"2235"	"313"	"通渭"	"CN101160202"
"2236"	"313"	"陇西"	"CN101160203"
"2237"	"313"	"渭源"	"CN101160204"
"2238"	"313"	"临洮"	"CN101160205"
"2239"	"313"	"漳县"	"CN101160206"
"2240"	"313"	"岷县"	"CN101160207"
"2241"	"313"	"安定"	"CN101160208"
"2242"	"314"	"平凉"	"CN101160301"
"2243"	"314"	"泾川"	"CN101160302"
"2244"	"314"	"灵台"	"CN101160303"
"2245"	"314"	"崇信"	"CN101160304"
"2246"	"314"	"华亭"	"CN101160305"
"2247"	"314"	"庄浪"	"CN101160306"
"2248"	"314"	"静宁"	"CN101160307"
"2249"	"314"	"崆峒"	"CN101160308"
"2250"	"315"	"庆阳"	"CN101160401"
"2251"	"315"	"环县"	"CN101160403"
"2252"	"315"	"华池"	"CN101160404"
"2253"	"315"	"合水"	"CN101160405"
"2254"	"315"	"正宁"	"CN101160406"
"2255"	"315"	"宁县"	"CN101160407"
"2256"	"315"	"镇原"	"CN101160408"
"2257"	"315"	"庆城"	"CN101160409"
"2258"	"316"	"武威"	"CN101160501"
"2259"	"316"	"民勤"	"CN101160502"
"2260"	"316"	"古浪"	"CN101160503"
"2261"	"316"	"天祝"	"CN101160505"
"2262"	"317"	"金昌"	"CN101160601"
"2263"	"317"	"永昌"	"CN101160602"
"2264"	"318"	"张掖"	"CN101160701"
"2265"	"318"	"肃南"	"CN101160702"
"2266"	"318"	"民乐"	"CN101160703"
"2267"	"318"	"临泽"	"CN101160704"
"2268"	"318"	"高台"	"CN101160705"
"2269"	"318"	"山丹"	"CN101160706"
"2270"	"319"	"酒泉"	"CN101160801"
"2271"	"319"	"金塔"	"CN101160803"
"2272"	"319"	"阿克塞"	"CN101160804"
"2273"	"319"	"瓜州"	"CN101160805"
"2274"	"319"	"肃北"	"CN101160806"
"2275"	"319"	"玉门"	"CN101160807"
"2276"	"319"	"敦煌"	"CN101160808"
"2277"	"320"	"天水"	"CN101160901"
"2278"	"320"	"清水"	"CN101160903"
"2279"	"320"	"秦安"	"CN101160904"
"2280"	"320"	"甘谷"	"CN101160905"
"2281"	"320"	"武山"	"CN101160906"
"2282"	"320"	"张家川"	"CN101160907"
"2283"	"320"	"麦积"	"CN101160908"
"2284"	"321"	"武都"	"CN101161001"
"2285"	"321"	"成县"	"CN101161002"
"2286"	"321"	"文县"	"CN101161003"
"2287"	"321"	"宕昌"	"CN101161004"
"2288"	"321"	"康县"	"CN101161005"
"2289"	"321"	"西和"	"CN101161006"
"2290"	"321"	"礼县"	"CN101161007"
"2291"	"321"	"徽县"	"CN101161008"
"2292"	"321"	"两当"	"CN101161009"
"2293"	"322"	"临夏"	"CN101161101"
"2294"	"322"	"康乐"	"CN101161102"
"2295"	"322"	"永靖"	"CN101161103"
"2296"	"322"	"广河"	"CN101161104"
"2297"	"322"	"和政"	"CN101161105"
"2298"	"322"	"东乡"	"CN101161106"
"2299"	"322"	"积石山"	"CN101161107"
"2300"	"323"	"合作"	"CN101161201"
"2301"	"323"	"临潭"	"CN101161202"
"2302"	"323"	"卓尼"	"CN101161203"
"2303"	"323"	"舟曲"	"CN101161204"
"2304"	"323"	"迭部"	"CN101161205"
"2305"	"323"	"玛曲"	"CN101161206"
"2306"	"323"	"碌曲"	"CN101161207"
"2307"	"323"	"夏河"	"CN101161208"
"2308"	"324"	"白银"	"CN101161301"
"2309"	"324"	"靖远"	"CN101161302"
"2310"	"324"	"会宁"	"CN101161303"
"2311"	"324"	"平川"	"CN101161304"
"2312"	"324"	"景泰"	"CN101161305"
"2313"	"325"	"嘉峪关"	"CN101161401"
"2314"	"326"	"西宁"	"CN101150101"
"2315"	"326"	"大通"	"CN101150102"
"2316"	"326"	"湟源"	"CN101150103"
"2317"	"326"	"湟中"	"CN101150104"
"2318"	"327"	"海东"	"CN101150201"
"2319"	"327"	"乐都"	"CN101150202"
"2320"	"327"	"民和"	"CN101150203"
"2321"	"327"	"互助"	"CN101150204"
"2322"	"327"	"化隆"	"CN101150205"
"2323"	"327"	"循化"	"CN101150206"
"2324"	"327"	"冷湖"	"CN101150207"
"2325"	"327"	"平安"	"CN101150208"
"2326"	"328"	"黄南"	"CN101150301"
"2327"	"328"	"尖扎"	"CN101150302"
"2328"	"328"	"泽库"	"CN101150303"
"2329"	"328"	"河南"	"CN101150304"
"2330"	"328"	"同仁"	"CN101150305"
"2331"	"330"	"果洛"	"CN101150501"
"2332"	"330"	"班玛"	"CN101150502"
"2333"	"330"	"甘德"	"CN101150503"
"2334"	"330"	"达日"	"CN101150504"
"2335"	"330"	"久治"	"CN101150505"
"2336"	"330"	"玛多"	"CN101150506"
"2337"	"330"	"玛沁"	"CN101150508"
"2338"	"329"	"海南"	"CN101150401"
"2339"	"329"	"贵德"	"CN101150404"
"2340"	"329"	"兴海"	"CN101150406"
"2341"	"329"	"贵南"	"CN101150407"
"2342"	"329"	"同德"	"CN101150408"
"2343"	"329"	"共和"	"CN101150409"
"2344"	"331"	"玉树"	"CN101150601"
"2345"	"331"	"称多"	"CN101150602"
"2346"	"331"	"治多"	"CN101150603"
"2347"	"331"	"杂多"	"CN101150604"
"2348"	"331"	"囊谦"	"CN101150605"
"2349"	"331"	"曲麻莱"	"CN101150606"
"2350"	"332"	"海西"	"CN101150701"
"2351"	"332"	"天峻"	"CN101150708"
"2352"	"332"	"乌兰"	"CN101150709"
"2353"	"332"	"茫崖"	"CN101150712"
"2354"	"332"	"大柴旦"	"CN101150713"
"2355"	"332"	"德令哈"	"CN101150716"
"2356"	"333"	"海北"	"CN101150801"
"2357"	"333"	"门源"	"CN101150802"
"2358"	"333"	"祁连"	"CN101150803"
"2359"	"333"	"海晏"	"CN101150804"
"2360"	"333"	"刚察"	"CN101150806"
"2361"	"334"	"格尔木"	"CN101150901"
"2362"	"334"	"都兰"	"CN101150902"
"2363"	"335"	"乌鲁木齐"	"CN101130101"
"2364"	"335"	"小渠子"	"CN101130103"
"2365"	"335"	"达坂城"	"CN101130105"
"2366"	"335"	"乌鲁木齐牧试站"	"CN101130108"
"2367"	"335"	"天池"	"CN101130109"
"2368"	"335"	"白杨沟"	"CN101130110"
"2369"	"336"	"克拉玛依"	"CN101130201"
"2370"	"336"	"乌尔禾"	"CN101130202"
"2371"	"336"	"白碱滩"	"CN101130203"
"2372"	"337"	"石河子"	"CN101130301"
"2373"	"337"	"炮台"	"CN101130302"
"2374"	"337"	"莫索湾"	"CN101130303"
"2375"	"338"	"昌吉"	"CN101130401"
"2376"	"338"	"呼图壁"	"CN101130402"
"2377"	"338"	"米泉"	"CN101130403"
"2378"	"338"	"阜康"	"CN101130404"
"2379"	"338"	"吉木萨尔"	"CN101130405"
"2380"	"338"	"奇台"	"CN101130406"
"2381"	"338"	"玛纳斯"	"CN101130407"
"2382"	"338"	"木垒"	"CN101130408"
"2383"	"338"	"蔡家湖"	"CN101130409"
"2384"	"339"	"吐鲁番"	"CN101130501"
"2385"	"339"	"托克逊"	"CN101130502"
"2386"	"339"	"鄯善"	"CN101130504"
"2387"	"340"	"库尔勒"	"CN101130601"
"2388"	"340"	"轮台"	"CN101130602"
"2389"	"340"	"尉犁"	"CN101130603"
"2390"	"340"	"若羌"	"CN101130604"
"2391"	"340"	"且末"	"CN101130605"
"2392"	"340"	"和静"	"CN101130606"
"2393"	"340"	"焉耆"	"CN101130607"
"2394"	"340"	"和硕"	"CN101130608"
"2395"	"340"	"巴音布鲁克"	"CN101130610"
"2396"	"340"	"铁干里克"	"CN101130611"
"2397"	"340"	"博湖"	"CN101130612"
"2398"	"340"	"塔中"	"CN101130613"
"2399"	"340"	"巴仑台"	"CN101130614"
"2400"	"341"	"阿拉尔"	"CN101130701"
"2401"	"342"	"阿克苏"	"CN101130801"
"2402"	"342"	"乌什"	"CN101130802"
"2403"	"342"	"温宿"	"CN101130803"
"2404"	"342"	"拜城"	"CN101130804"
"2405"	"342"	"新和"	"CN101130805"
"2406"	"342"	"沙雅"	"CN101130806"
"2407"	"342"	"库车"	"CN101130807"
"2408"	"342"	"柯坪"	"CN101130808"
"2409"	"342"	"阿瓦提"	"CN101130809"
"2410"	"343"	"喀什"	"CN101130901"
"2411"	"343"	"英吉沙"	"CN101130902"
"2412"	"343"	"塔什库尔干"	"CN101130903"
"2413"	"343"	"麦盖提"	"CN101130904"
"2414"	"343"	"莎车"	"CN101130905"
"2415"	"343"	"叶城"	"CN101130906"
"2416"	"343"	"泽普"	"CN101130907"
"2417"	"343"	"巴楚"	"CN101130908"
"2418"	"343"	"岳普湖"	"CN101130909"
"2419"	"343"	"伽师"	"CN101130910"
"2420"	"343"	"疏附"	"CN101130911"
"2421"	"343"	"疏勒"	"CN101130912"
"2422"	"344"	"伊宁"	"CN101131001"
"2423"	"344"	"察布查尔"	"CN101131002"
"2424"	"344"	"尼勒克"	"CN101131003"
"2425"	"344"	"伊宁县"	"CN101131004"
"2426"	"344"	"巩留"	"CN101131005"
"2427"	"344"	"新源"	"CN101131006"
"2428"	"344"	"昭苏"	"CN101131007"
"2429"	"344"	"特克斯"	"CN101131008"
"2430"	"344"	"霍城"	"CN101131009"
"2431"	"344"	"霍尔果斯"	"CN101131010"
"2432"	"344"	"奎屯"	"CN101131011"
"2433"	"345"	"塔城"	"CN101131101"
"2434"	"345"	"裕民"	"CN101131102"
"2435"	"345"	"额敏"	"CN101131103"
"2436"	"345"	"和布克赛尔"	"CN101131104"
"2437"	"345"	"托里"	"CN101131105"
"2438"	"345"	"乌苏"	"CN101131106"
"2439"	"345"	"沙湾"	"CN101131107"
"2440"	"346"	"哈密"	"CN101131201"
"2441"	"346"	"巴里坤"	"CN101131203"
"2442"	"346"	"伊吾"	"CN101131204"
"2443"	"347"	"和田"	"CN101131301"
"2444"	"347"	"皮山"	"CN101131302"
"2445"	"347"	"策勒"	"CN101131303"
"2446"	"347"	"墨玉"	"CN101131304"
"2447"	"347"	"洛浦"	"CN101131305"
"2448"	"347"	"民丰"	"CN101131306"
"2449"	"347"	"于田"	"CN101131307"
"2450"	"348"	"阿勒泰"	"CN101131401"
"2451"	"348"	"哈巴河"	"CN101131402"
"2452"	"348"	"吉木乃"	"CN101131405"
"2453"	"348"	"布尔津"	"CN101131406"
"2454"	"348"	"福海"	"CN101131407"
"2455"	"348"	"富蕴"	"CN101131408"
